Name or Synonym,RID,Parent RID
tendon of left lateral pterygoid,RID41420,RID41418
tendon of superior rectus,RID41421,RID6067
tendon of right superior rectus,RID41422,RID41421
tendon of left superior rectus,RID41423,RID41421
tendon of inferior rectus,RID41424,RID6067
tendon of right inferior rectus,RID41425,RID41424
tendon of left inferior rectus,RID41426,RID41424
tendon of medial rectus,RID41427,RID6067
tendon of right medial rectus,RID41428,RID41427
tendon of left medial rectus,RID41429,RID41427
tendon of lateral rectus,RID41430,RID6067
tendon of right lateral rectus,RID41431,RID41430
tendon of left lateral rectus,RID41432,RID41430
tendon of superior oblique,RID41433,RID6067
tendon of right superior oblique,RID41434,RID41433
tendon of left superior oblique,RID41435,RID41433
tendon of inferior oblique,RID41436,RID6067
tendon of right inferior oblique,RID41437,RID41436
tendon of left inferior oblique,RID41438,RID41436
tendon of levator palpebrae superioris,RID41439,RID6067
tendon of right levator palpebrae superioris,RID41440,RID41439
tendon of left levator palpebrae superioris,RID41441,RID41439
tendon of todaro,RID41442,RID6067
tendon of infundibulum,RID41443,RID6067
tendon of sternocleidomastoid,RID41444,RID6067
tendon of right sternocleidomastoid,RID41445,RID41444
tendon of left sternocleidomastoid,RID41446,RID41444
tendon of digastric,RID41447,RID6067
tendon of right digastric,RID41448,RID41447
tendon of left digastric,RID41449,RID41447
tendon of omohyoid,RID41450,RID6067
tendon of right omohyoid,RID41451,RID41450
tendon of left omohyoid,RID41452,RID41450
central tendon,RID41453,RID6067
tendon of brachialis,RID41454,RID6067
tendon of right brachialis,RID41455,RID41454
tendon of left brachialis,RID41456,RID41454
proximal tendon of right brachialis,RID41457,RID2080
proximal tendon of left brachialis,RID41458,RID2080
distal tendon of brachialis,RID41459,RID41454
distal tendon of right brachialis,RID41460,RID41459
distal tendon of left brachialis,RID41461,RID41459
tendon of biceps brachii,RID41462,RID6067
proximal tendon of biceps brachii,RID41463,RID41462
tendon of long head of right biceps brachii,RID41464,RID1944
tendon of long head of left biceps brachii,RID41465,RID1944
tendon of short head of right biceps brachii,RID41466,RID1945
tendon of short head of left biceps brachii,RID41467,RID1945
distal tendon of right biceps brachii,RID41468,RID2065
distal tendon of left biceps brachii,RID41469,RID2065
proximal tendon of coracobrachialis,RID41470,RID1946
proximal tendon of right coracobrachialis,RID41471,RID41470
proximal tendon of left coracobrachialis,RID41472,RID41470
distal tendon of coracobrachialis,RID41473,RID1946
distal tendon of right coracobrachialis,RID41474,RID41473
distal tendon of left coracobrachialis,RID41475,RID41473
tendon of triceps brachii,RID41476,RID6067
tendon of right triceps brachii,RID41477,RID41476
tendon of left triceps brachii,RID41478,RID41476
proximal tendon of triceps brachii,RID41479,RID41476
tendon of long head of triceps brachii,RID41480,RID41479
tendon of long head of right triceps brachii,RID41481,RID41480
tendon of long head of left triceps brachii,RID41482,RID41480
tendon of lateral head of triceps brachii,RID41483,RID41479
tendon of lateral head of right triceps brachii,RID41484,RID41483
tendon of lateral head of left triceps brachii,RID41485,RID41483
tendon of medial head of triceps brachii,RID41486,RID41479
tendon of medial head of right triceps brachii,RID41487,RID41486
tendon of medial head of left triceps brachii,RID41488,RID41486
distal tendon of triceps brachii,RID41489,RID41476
tendon of pronator teres,RID41490,RID6067
tendon of right pronator teres,RID41491,RID41490
tendon of left pronator teres,RID41492,RID41490
distal tendon of pronator teres,RID41493,RID41490
tendon of flexor carpi radialis,RID41494,RID6067
tendon of right flexor carpi radialis,RID41495,RID41494
tendon of left flexor carpi radialis,RID41496,RID41494
distal tendon of flexor carpi radialis,RID41497,RID41494
distal tendon of right flexor carpi radialis,RID41498,RID41497
distal tendon of left flexor carpi radialis,RID41499,RID41497
tendon of right palmaris longus,RID41500,RID2390
tendon of left palmaris longus,RID41501,RID2390
proximal tendon of right palmaris longus,RID41502,RID2078
proximal tendon of left palmaris longus,RID41503,RID2078
distal tendon of palmaris longus,RID41504,RID2390
distal tendon of right palmaris longus,RID41505,RID41504
distal tendon of left palmaris longus,RID41506,RID41504
tendon of flexor carpi ulnaris,RID41507,RID6067
tendon of right flexor carpi ulnaris,RID41508,RID41507
tendon of left flexor carpi ulnaris,RID41509,RID41507
distal tendon of flexor carpi ulnaris,RID41510,RID41507
distal tendon of right flexor carpi ulnaris,RID41511,RID41510
distal tendon of left flexor carpi ulnaris,RID41512,RID41510
tendon of flexor digitorum superficialis,RID41513,RID6067
tendon of right flexor digitorum superficialis,RID41514,RID41513
tendon of left flexor digitorum superficialis,RID41515,RID41513
tendon of flexor digitorum superficialis to index finger,RID41516,RID41513
tendon of right flexor digitorum superficialis to right index finger,RID41517,RID41516
tendon of left flexor digitorum superficialis to left index finger,RID41518,RID41516
tendon of flexor digitorum superficialis to middle finger,RID41519,RID41513
tendon of right flexor digitorum superficialis to right middle finger,RID41520,RID41519
tendon of left flexor digitorum superficialis to left middle finger,RID41521,RID41519
tendon of flexor digitorum superficialis to ring finger,RID41522,RID41513
tendon of right flexor digitorum superficialis to right ring finger,RID41523,RID41522
tendon of left flexor digitorum superficialis to left ring finger,RID41524,RID41522
tendon of flexor digitorum superficialis to little finger,RID41525,RID41513
tendon of right flexor digitorum superficialis to right little finger,RID41526,RID41525
tendon of left flexor digitorum superficialis to left little finger,RID41527,RID41525
tendon of flexor pollicis brevis,RID41528,RID6067
tendon of right flexor pollicis brevis,RID41529,RID41528
tendon of left flexor pollicis brevis,RID41530,RID41528
tendon of flexor digitorum profundus,RID41531,RID6067
proximal tendon of flexor digitorum profundus,RID41532,RID41531
proximal tendon of right flexor digitorum profundus,RID41533,RID41532
proximal tendon of left flexor digitorum profundus,RID41534,RID41532
distal tendon of flexor digitorum profundus,RID41535,RID41531
first distal tendon of right flexor digitorum profundus muscle,RID41536,RID13342
first distal tendon of left flexor digitorum profundus muscle,RID41537,RID13342
second distal tendon of flexor digitorum profundus muscle,RID41538,RID41535
second distal tendon of right flexor digitorum profundus muscle,RID41539,RID41538
second distal tendon of left flexor digitorum profundus muscle,RID41540,RID41538
third distal tendon of flexor digitorum profundus muscle,RID41541,RID41535
third distal tendon of right flexor digitorum profundus muscle,RID41542,RID41541
third distal tendon of left flexor digitorum profundus muscle,RID41543,RID41541
fourth distal tendon of flexor digitorum profundus muscle,RID41544,RID41535
fourth distal tendon of right flexor digitorum profundus muscle,RID41545,RID41544
fourth distal tendon of left flexor digitorum profundus muscle,RID41546,RID41544
tendon of adductor pollicis,RID41547,RID6067
tendon of right adductor pollicis,RID41548,RID41547
tendon of left adductor pollicis,RID41549,RID41547
tendon of bulbospongiosus,RID41550,RID6067
tendon of right bulbospongiosus,RID41551,RID41550
tendon of left bulbospongiosus,RID41552,RID41550
tendon of extensor hallucis brevis,RID41553,RID6067
tendon of right extensor hallucis brevis,RID41554,RID41553
tendon of left extensor hallucis brevis,RID41555,RID41553
tendon of extensor digitorum brevis,RID41556,RID6067
tendon of right extensor digitorum brevis,RID41557,RID41556
tendon of left extensor digitorum brevis,RID41558,RID41556
tendon of extensor digitorum brevis to second toe,RID41559,RID41556
tendon of extensor digitorum brevis to right second toe,RID41560,RID41559
tendon of extensor digitorum brevis to left second toe,RID41561,RID41559
tendon of extensor digitorum brevis to third toe,RID41562,RID41556
tendon of extensor digitorum brevis to right third toe,RID41563,RID41562
tendon of extensor digitorum brevis to left third toe,RID41564,RID41562
tendon of extensor digitorum brevis to fourth toe,RID41565,RID41556
tendon of extensor digitorum brevis to right fourth toe,RID41566,RID41565
tendon of extensor digitorum brevis to left fourth toe,RID41567,RID41565
tendon of flexor digitorum brevis,RID41568,RID6067
first tendon of flexor digitorum brevis,RID41569,RID41568
first tendon of right flexor digitorum brevis,RID41570,RID41569
first tendon of left flexor digitorum brevis,RID41571,RID41569
second tendon of flexor digitorum brevis,RID41572,RID41568
second tendon of right flexor digitorum brevis,RID41573,RID41572
second tendon of left flexor digitorum brevis,RID41574,RID41572
third tendon of flexor digitorum brevis,RID41575,RID41568
third tendon of right flexor digitorum brevis,RID41576,RID41575
third tendon of left flexor digitorum brevis,RID41577,RID41575
fourth tendon of flexor digitorum brevis,RID41578,RID41568
fourth tendon of right flexor digitorum brevis,RID41579,RID41578
fourth tendon of left flexor digitorum brevis,RID41580,RID41578
tendon of right flexor pollicis longus,RID41581,RID2383
tendon of left flexor pollicis longus,RID41582,RID2383
tendon of pronator quadratus,RID41583,RID6067
tendon of right pronator quadratus,RID41584,RID41583
tendon of left pronator quadratus,RID41585,RID41583
tendon of brachioradialis,RID41586,RID6067
tendon of right brachioradialis,RID41587,RID41586
tendon of left brachioradialis,RID41588,RID41586
tendon of right extensor carpi radialis longus,RID41589,RID2376
tendon of left extensor carpi radialis longus,RID41590,RID2376
tendon of right extensor carpi radialis brevis,RID41591,RID2377
tendon of left extensor carpi radialis brevis,RID41592,RID2377
tendon of right extensor digitorum,RID41593,RID39573
tendon of left extensor digitorum,RID41594,RID39573
tendon of right extensor digitorum to right index finger,RID41595,RID13338
tendon of left extensor digitorum to left index finger,RID41596,RID13338
tendon of extensor digitorum to middle finger,RID41597,RID39573
tendon of right extensor digitorum to right middle finger,RID41598,RID41597
tendon of left extensor digitorum to left middle finger,RID41599,RID41597
tendon of right extensor digitorum to right ring finger,RID41600,RID13340
tendon of left extensor digitorum to left ring finger,RID41601,RID13340
tendon of extensor digitorum to little finger,RID41602,RID39573
tendon of right extensor digitorum to right little finger,RID41603,RID41602
tendon of left extensor digitorum to left little finger,RID41604,RID41602
tendon of right extensor digiti minimi,RID41605,RID2381
tendon of left extensor digiti minimi,RID41606,RID2381
medial tendon of extensor digiti minimi,RID41607,RID2381
medial tendon of right extensor digiti minimi,RID41608,RID41607
medial tendon of left extensor digiti minimi,RID41609,RID41607
lateral tendon of extensor digiti minimi,RID41610,RID2381
lateral tendon of right extensor digiti minimi,RID41611,RID41610
lateral tendon of left extensor digiti minimi,RID41612,RID41610
tendon of right extensor carpi ulnaris,RID41613,RID2382
tendon of left extensor carpi ulnaris,RID41614,RID2382
tendon of anconeus,RID41615,RID6067
tendon of right anconeus,RID41616,RID41615
tendon of left anconeus,RID41617,RID41615
tendon of supinator,RID41618,RID6067
tendon of right supinator,RID41619,RID41618
tendon of left supinator,RID41620,RID41618
tendon of right abductor pollicis longus,RID41621,RID2374
tendon of left abductor pollicis longus,RID41622,RID2374
tendon of abductor pollicis longus to base of first metacarpal bone,RID41623,RID2374
tendon of right abductor pollicis longus to base of right first metacarpal bone,RID41624,RID41623
tendon of left abductor pollicis longus to base of left first metacarpal bone,RID41625,RID41623
tendon of abductor pollicis longus to trapezium,RID41626,RID2374
tendon of right abductor pollicis longus to right trapezium,RID41627,RID41626
tendon of left abductor pollicis longus to left trapezium,RID41628,RID41626
tendon of right extensor pollicis longus,RID41629,RID2378
tendon of left extensor pollicis longus,RID41630,RID2378
tendon of right extensor pollicis brevis,RID41631,RID2375
tendon of left extensor pollicis brevis,RID41632,RID2375
tendon of right extensor indicis,RID41633,RID2429
tendon of left extensor indicis,RID41634,RID2429
tendon of articularis cubiti,RID41635,RID6067
tendon of right articularis cubiti,RID41636,RID41635
tendon of left articularis cubiti,RID41637,RID41635
tendon of abductor pollicis brevis,RID41638,RID6067
tendon of right abductor pollicis brevis,RID41639,RID41638
tendon of left abductor pollicis brevis,RID41640,RID41638
tendon of abductor digiti minimi of hand,RID41641,RID6067
tendon of abductor digiti minimi of right hand,RID41642,RID41641
tendon of abductor digiti minimi of left hand,RID41643,RID41641
tendon of dorsal interosseous of foot,RID41644,RID6067
tendon of first dorsal interosseous of foot,RID41645,RID41644
